4e-07	2.03408e-10
4e-07	3.67396
5e-07	1.06305
4e-07	1205.22
9e-07	5316.79
6e-07	820.01
6e-07	1119.77
7e-07	4356.71
8e-07	10598.2
7e-07	560272
8e-07	1.20817e+06
9e-07	2.9536e+06
8e-07	1.94497e+06
1e-06	1.15504e+06
1e-06	1.76111e+06
1e-06	1.48992e+06
1.2e-06	2.57736e+06
1.2e-06	1.24513e+06
1.2e-06	979209
1.4e-06	450001
1.3e-06	243321
1.2e-06	204882
1.4e-06	196405
1.6e-06	107614
1.7e-06	71469.5
1.6e-06	79235.7
1.7e-06	73005.7
1.7e-06	85001.9
1.8e-06	69298.8
1.8e-06	72482.6
2.5e-06	68216.9
1.8e-06	92541.6
1.9e-06	106452
2.1e-06	98294.4
2e-06	82618.5
2.1e-06	82687.3
2.3e-06	79453.8
2.2e-06	79559.4
2.2e-06	80961.7
2.1e-06	82843.6
2.5e-06	90071.4
2.3e-06	92762.1
2.4e-06	81924.9
2.7e-06	80767.5
2.6e-06	80999.1
2.6e-06	86222.2
2.7e-06	80144.6
2.7e-06	80092.4
2.7e-06	82750.5
3e-06	79474.1
3.6e-06	82176.3
3.3e-06	79935.2
3.1e-06	80436.2
3.1e-06	85883.4
3.1e-06	86074.2
3.1e-06	85744.1
3.1e-06	85889.7
3.2e-06	85807.4
3.4e-06	86002
3.5e-06	85391.9
3.5e-06	85846.5
3.4e-06	85352.8
3.6e-06	86328.8
3.6e-06	85674.7
3.5e-06	86092.6
3.6e-06	86207.6
3.6e-06	85781.8
3.6e-06	92586.7
4.1e-06	93336.5
3.7e-06	92752.5
3.8e-06	99976.3
3.9e-06	98617.1
4e-06	118130
4e-06	126683
3.9e-06	114961
4.5e-06	126579
4.4e-06	125852
4.1e-06	120708
4.3e-06	122575
4.4e-06	123148
4.3e-06	135198
4.9e-06	141239
5.49e-05	157328
4.7e-06	137868
4.6e-06	130003
4.5e-06	122582
4.8e-06	113489
4.9e-06	121192
4.7e-06	123662
4.8e-06	116899
4.8e-06	130487
4.9e-06	138045
4.8e-06	130624
4.9e-06	131665
5.2e-06	124859
5.2e-06	128863
5e-06	129603
5.3e-06	128351
5.2e-06	132102
6e-06	130677
5.5e-06	132159
5.3e-06	134877
5.7e-06	134808
5.9e-06	139466
5.9e-06	132054
5.7e-06	126456
5.8e-06	125836
5.7e-06	122116
5.8e-06	121049
7.1e-06	123657
6.5e-06	127623
6.4e-06	124744
6e-06	124072
6e-06	125071
6.3e-06	124666
6e-06	125506
6.4e-06	129700
6.2e-06	131535
6.4e-06	132533
6.7e-06	127915
6.5e-06	128565
6.5e-06	125732
7.3e-06	126743
7e-06	127645
6.9e-06	127554
6.6e-06	130573
6.6e-06	132294
6.9e-06	137491
7.3e-06	138832
9.4e-06	148139
7.4e-06	153843
7e-06	158284
6.9e-06	152683
7.4e-06	147456
7.9e-06	139090
7.2e-06	146269
7.1e-06	138935
7.1e-06	132819
